hgnc_symbol	start_position	end_position	chromosome_name
CFLAR	CFLAR	201980827	202041410	2
CFP	CFP	47483612	47489704	X
CFTR	CFTR	117105838	117356025	7
CGA	CGA	87795216	87804824	6
CGB1	CGB1	49538831	49552006	19
CGB2	CGB2	49535169	49536495	19
CGB5	CGB5	49547141	49548568	19
CGB7	CGB7	49557531	49562117	19
CGB8	CGB8	49550895	49552400	19
CGGBP1	CGGBP1	88101094	88199035	3
CGN	CGN	151482986	151511168	1
CGNL1	CGNL1	57668165	57842925	15
CGREF1	CGREF1	27321757	27341995	2
CGRRF1	CGRRF1	54976530	55005567	14
CH25H	CH25H	90965694	90967071	10
CHAC1	CHAC1	41245160	41248710	15
CHAC2	CHAC2	53994929	54002333	2
CHAD	CHAD	48541857	48546327	17
CHADL	CHADL	41625517	41636938	22
CHAF1A	CHAF1A	4402659	4445015	19
CHAF1B	CHAF1B	37757676	37791313	21
CHAT	CHAT	50817141	50901925	10
CHCHD1	CHCHD1	75541805	75543410	10
CHCHD10	CHCHD10	24108021	24110630	22
CHCHD2	CHCHD2	56169262	56174269	7
CHCHD3	CHCHD3	132469629	132766848	7
CHCHD4	CHCHD4	14153580	14166370	3
CHCHD5	CHCHD5	113341817	113346852	2
CHCHD6	CHCHD6	126423063	126679249	3
CHCHD7	CHCHD7	57124245	57131357	8
CHD1	CHD1	98190908	98262240	5
CHD1L	CHD1L	146714291	146767443	1
CHD2	CHD2	93426526	93571237	15
CHD3	CHD3	7788124	7816078	17
CHD4	CHD4	6679249	6716642	12
CHD5	CHD5	6161853	6240183	1
CHD6	CHD6	40030741	40247133	20
CHD7	CHD7	61591337	61779465	8
CHD8	CHD8	21853353	21924285	14
CHD9	CHD9	53088945	53363062	16
CHDH	CHDH	53846362	53880417	3
CHEK1	CHEK1	125495036	125546150	11
CHEK2	CHEK2	29083731	29138410	22
CHERP	CHERP	16628700	16653341	19
CHFR	CHFR	133398773	133532890	12
CHGA	CHGA	93389425	93401638	14
CHGB	CHGB	5892076	5906007	20
CHI3L1	CHI3L1	203148059	203155877	1
CHI3L2	CHI3L2	111743393	111786062	1
CHIA	CHIA	111833484	111863188	1
CHIC1	CHIC1	72783036	72906937	X
CHIC2	CHIC2	54875956	54930857	4
CHID1	CHID1	867357	915058	11
CHIT1	CHIT1	203181955	203242769	1
CHKA	CHKA	67820326	67888911	11
CHKB	CHKB	51017378	51039884	22
CHKB-CPT1B	CHKB-CPT1B	51007298	51021394	22
CHL1	CHL1	238279	451090	3
CHM	CHM	85116185	85302566	X
CHML	CHML	241792155	241799232	1
CHMP1A	CHMP1A	89710839	89724253	16
CHMP1B	CHMP1B	11851395	11854448	18
CHMP2A	CHMP2A	59062933	59066491	19
CHMP2B	CHMP2B	87276421	87304698	3
CHMP3	CHMP3	86730554	86948245	2
CHMP4A	CHMP4A	24678789	24683075	14
CHMP4B	CHMP4B	32399110	32442172	20
CHMP4C	CHMP4C	82644669	82671750	8
CHMP5	CHMP5	33264940	33281977	9
CHMP6	CHMP6	78965398	78983317	17
CHMP7	CHMP7	23101150	23119512	8
CHN1	CHN1	175664091	175870097	2
CHN2	CHN2	29161890	29553944	7
CHODL	CHODL	19273580	19639690	21
CHODL-AS1	CHODL-AS1	19207333	19257925	21
CHORDC1	CHORDC1	89934328	89956532	11
CHP1	CHP1	41523037	41574043	15
CHP2	CHP2	23765948	23770272	16
CHPF	CHPF	220403669	220408509	2
CHPF2	CHPF2	150929575	150935908	7
CHPT1	CHPT1	102090725	102137918	12
CHRAC1	CHRAC1	141521397	141527236	8
CHRD	CHRD	184097861	184108524	3
CHRDL1	CHRDL1	109917084	110039286	X
CHRDL2	CHRDL2	74407474	74442430	11
CHRFAM7A	CHRFAM7A	30653443	30686052	15
CHRM1	CHRM1	62676151	62689279	11
CHRM2	CHRM2	136553416	136705002	7
CHRM3	CHRM3	239549865	240078750	1
CHRM4	CHRM4	46406640	46408107	11
CHRM5	CHRM5	34260921	34357291	15
CHRNA1	CHRNA1	175612320	175629200	2
CHRNA10	CHRNA10	3686817	3692614	11
CHRNA2	CHRNA2	27317279	27337400	8
CHRNA3	CHRNA3	78885394	78913637	15
CHRNA4	CHRNA4	61975420	62009753	20
CHRNA5	CHRNA5	78857862	78887611	15
CHRNA6	CHRNA6	42607763	42651535	8
CHRNA7	CHRNA7	32322691	32464722	15
CHRNA9	CHRNA9	40337346	40357234	4
CHRNB1	CHRNB1	7348380	7361026	17
CHRNB2	CHRNB2	154540257	154552502	1
CHRNB3	CHRNB3	42552519	42592550	8
CHRNB4	CHRNB4	78916461	79020096	15
CHRND	CHRND	233390703	233401377	2
CHRNE	CHRNE	4801069	4806369	17
CHRNG	CHRNG	233404437	233411113	2
CHST1	CHST1	45670427	45687172	11
CHST10	CHST10	101008327	101034118	2
CHST11	CHST11	104849073	105155792	12
CHST12	CHST12	2443223	2474242	7
CHST13	CHST13	126243126	126262134	3
CHST14	CHST14	40763160	40765353	15
CHST15	CHST15	125767184	125853206	10
CHST2	CHST2	142838173	142841800	3
CHST3	CHST3	73724123	73773322	10
CHST4	CHST4	71559136	71572649	16
CHST5	CHST5	75562433	75569145	16
CHST6	CHST6	75510949	75529282	16
CHST7	CHST7	46433219	46457843	X
CHST8	CHST8	34112861	34264414	19
CHST9	CHST9	24495595	24765281	18
CHSY1	CHSY1	101715928	101792137	15
CHSY3	CHSY3	129240165	129522327	5
CHTF18	CHTF18	838046	850737	16
CHTF8	CHTF8	69151913	69166487	16
CHTOP	CHTOP	153606525	153618782	1
CHUK	CHUK	101948055	101989376	10
CHURC1	CHURC1	65381079	65411309	14
CHURC1-FNTB	CHURC1-FNTB	65381203	65528521	14
CIAO1	CIAO1	96931870	96939087	2
CIAPIN1	CIAPIN1	57462081	57481440	16
CIB1	CIB1	90773207	90777279	15
CIB2	CIB2	78396948	78423886	15
CIB3	CIB3	16272179	16284336	19
CIB4	CIB4	26804070	26864236	2
CIC	CIC	42772689	42799949	19
CIDEA	CIDEA	12254318	12277594	18
CIDEB	CIDEB	24774302	24780636	14
CIDEC	CIDEC	9908398	9921938	3
CIITA	CIITA	10971055	11026079	16
CILP	CILP	65488337	65503826	15
CILP2	CILP2	19649057	19657468	19
CINP	CINP	102808956	102829253	14
CIPC	CIPC	77564440	77583630	14
CIR1	CIR1	175212750	175260443	2
CIRBP	CIRBP	1259384	1274879	19
CISD1	CISD1	60028818	60049346	10
CISD2	CISD2	103790135	103810399	4
CISD3	CISD3	36886488	36891297	17
CISH	CISH	50643921	50649262	3
CIT	CIT	120123595	120315095	12
CITED1	CITED1	71521488	71527037	X
CITED2	CITED2	139693393	139695757	6
CITED4	CITED4	41326729	41328018	1
CIZ1	CIZ1	130928343	130966662	9
CKAP2	CKAP2	53029564	53050763	13
CKAP2L	CKAP2L	113493930	113522254	2
CKAP4	CKAP4	106631655	106698057	12
CKAP5	CKAP5	46764598	46867847	11
CKB	CKB	103985996	103989448	14
CKLF	CKLF	66586466	66600154	16
CKLF-CMTM1	CKLF-CMTM1	66586490	66613038	16
CKM	CKM	45809672	45826235	19
CKMT1A	CKMT1A	43985084	43991420	15
CKMT1B	CKMT1B	43885252	43897099	15
CKMT2	CKMT2	80529104	80562216	5
CKS1B	CKS1B	154947129	154951725	1
CKS2	CKS2	91926113	91931618	9
CLASP1	CLASP1	122095352	122407163	2
CLASP2	CLASP2	33537737	33759848	3
CLASRP	CLASRP	45542298	45574214	19
CLC	CLC	40221890	40228668	19
CLCA1	CLCA1	86934051	86965972	1
CLCA2	CLCA2	86889769	86922241	1
CLCA4	CLCA4	87012761	87046437	1
CLCC1	CLCC1	109472130	109506111	1
CLCF1	CLCF1	67131639	67141648	11
CLCN1	CLCN1	143013219	143049176	7
CLCN2	CLCN2	184063973	184079439	3
CLCN3	CLCN3	170533784	170644824	4
CLCN4	CLCN4	10125024	10205700	X
CLCN5	CLCN5	49687225	49863892	X
CLCN6	CLCN6	11866207	11903201	1
CLCN7	CLCN7	1494935	1525581	16
CLCNKA	CLCNKA	16345370	16360545	1
CLCNKB	CLCNKB	16370272	16383803	1
CLDN1	CLDN1	190023490	190040264	3
CLDN10	CLDN10	96085858	96232013	13
CLDN11	CLDN11	170136653	170578169	3
CLDN12	CLDN12	90013035	90142716	7
CLDN14	CLDN14	37832919	37948867	21
CLDN15	CLDN15	100875373	100882101	7
CLDN16	CLDN16	190040330	190129932	3
CLDN18	CLDN18	137717577	137752494	3
CLDN19	CLDN19	43198764	43205925	1
CLDN2	CLDN2	106143394	106174091	X
CLDN20	CLDN20	155585147	155597682	6
CLDN22	CLDN22	184239220	184241927	4
CLDN23	CLDN23	8559448	8561616	8
CLDN24	CLDN24	184242917	184243579	4
CLDN25	CLDN25	113650469	113651222	11
CLDN3	CLDN3	73183328	73184600	7
CLDN4	CLDN4	73213872	73247014	7
CLDN5	CLDN5	19510547	19515068	22
CLDN6	CLDN6	3064713	3070072	16
CLDN7	CLDN7	7163222	7167302	17
CLDN8	CLDN8	31586324	31588391	21
CLDN9	CLDN9	3062457	3064506	16
CLDND1	CLDND1	98216756	98241910	3
CLDND2	CLDND2	51870352	51872257	19
CLEC10A	CLEC10A	6977856	6983626	17
CLEC11A	CLEC11A	51226586	51228974	19
CLEC12A	CLEC12A	10103915	10148293	12
CLEC12B	CLEC12B	10163226	10171218	12
CLEC14A	CLEC14A	38723308	38725574	14
CLEC16A	CLEC16A	11038345	11276046	16
CLEC17A	CLEC17A	14693896	14721969	19
CLEC18A	CLEC18A	69984810	69998141	16
CLEC18B	CLEC18B	74442529	74455368	16
CLEC18C	CLEC18C	70207225	70221264	16
CLEC19A	CLEC19A	19297061	19333467	16
CLEC1A	CLEC1A	10222153	10264226	12
CLEC1B	CLEC1B	10138241	10166023	12
CLEC2A	CLEC2A	10051272	10084980	12
CLEC2B	CLEC2B	10005583	10022735	12
CLEC2D	CLEC2D	9817565	9848413	12
CLEC2L	CLEC2L	139208602	139229730	7
CLEC3A	CLEC3A	78056412	78100658	16
CLEC3B	CLEC3B	45043040	45077563	3
CLEC4A	CLEC4A	8276228	8291203	12
CLEC4C	CLEC4C	7882011	7904201	12
CLEC4D	CLEC4D	8662071	8674962	12
CLEC4E	CLEC4E	8685901	8693559	12
CLEC4F	CLEC4F	71035775	71047732	2
CLEC4G	CLEC4G	7793843	7798792	19
CLEC4M	CLEC4M	7828035	7834491	19
CLEC6A	CLEC6A	8608522	8630926	12
CLEC7A	CLEC7A	10269376	10282857	12
CLEC9A	CLEC9A	10183276	10218565	12
CLECL1	CLECL1	9868456	9885895	12
CLGN	CLGN	141309609	141349122	4
CLHC1	CLHC1	55401927	55459699	2
CLIC2	CLIC2	154505500	154563966	X
CLIC3	CLIC3	139889087	139891255	9
CLIC4	CLIC4	25071848	25170815	1
CLIC5	CLIC5	45868045	46048132	6
CLIC6	CLIC6	36041688	36090525	21
CLINT1	CLINT1	157212751	157286183	5
CLIP1	CLIP1	122755979	122907179	12
CLIP2	CLIP2	73703805	73820273	7
CLIP3	CLIP3	36505562	36524245	19
CLIP4	CLIP4	29320571	29412509	2
CLK1	CLK1	201717732	201729422	2
CLK3	CLK3	74890841	74932057	15
CLK4	CLK4	178029665	178057616	5
CLLU1	CLLU1	92815307	92824778	12
CLLU1OS	CLLU1OS	92813870	92821924	12
CLMN	CLMN	95648277	95786243	14
CLMP	CLMP	122943035	123065989	11
CLN3	CLN3	28477983	28506896	16
CLN5	CLN5	77564795	77576652	13
CLN6	CLN6	68499330	68549549	15
CLN8	CLN8	1703944	1734738	8
CLNK	CLNK	10488019	10686489	4
CLNS1A	CLNS1A	77225981	77348850	11
CLOCK	CLOCK	56294070	56413305	4
CLP1	CLP1	57416465	57429340	11
CLPB	CLPB	72003469	72145692	11
CLPP	CLPP	6361463	6368919	19
CLPS	CLPS	35762759	35765088	6
CLPSL1	CLPSL1	35748794	35761452	6
CLPSL2	CLPSL2	35744371	35747329	6
CLPTM1	CLPTM1	45457842	45496599	19
CLPTM1L	CLPTM1L	1317859	1345214	5
CLPX	CLPX	65440557	65477680	15
CLRN1	CLRN1	150643950	150690786	3
CLRN3	CLRN3	129676105	129691211	10
CLSPN	CLSPN	36185819	36235568	1
CLSTN1	CLSTN1	9789084	9884584	1
CLSTN2	CLSTN2	139654027	140296239	3
CLSTN3	CLSTN3	7282294	7311541	12
CLTA	CLTA	36190853	36304778	9
CLTB	CLTB	175819456	175843570	5
CLTC	CLTC	57697219	57773671	17
CLTCL1	CLTCL1	19166986	19279239	22
CLU	CLU	27454434	27472548	8
CLUAP1	CLUAP1	3550924	3589048	16
CLUH	CLUH	2592680	2615957	17
CLUL1	CLUL1	596988	650334	18
CLVS1	CLVS1	61969717	62414204	8
CLVS2	CLVS2	123317116	123394072	6
CLYBL	CLYBL	100258919	100549387	13
CMA1	CMA1	24974559	24977471	14
CMAS	CMAS	22199108	22218608	12
CMBL	CMBL	10275987	10308138	5
CMC1	CMC1	28283075	28366633	3
CMC2	CMC2	81009698	81053875	16
CMC4	CMC4	154289897	154299637	X
CMIP	CMIP	81478775	81745367	16
CMKLR1	CMKLR1	108681821	108733118	12
CMPK1	CMPK1	47799469	47844511	1
CMPK2	CMPK2	6980701	7006766	2
CMSS1	CMSS1	99536678	99897447	3
CMTM1	CMTM1	66600294	66613040	16
CMTM2	CMTM2	66613351	66622178	16
CMTM3	CMTM3	66637777	66647795	16
CMTM4	CMTM4	66648653	66730610	16
CMTM5	CMTM5	23846017	23848981	14
CMTM6	CMTM6	32522804	32544900	3
CMTM7	CMTM7	32433163	32524559	3
CMTM8	CMTM8	32280171	32411817	3
CMTR1	CMTR1	37400995	37450603	6
CMTR2	CMTR2	71315292	71323618	16
CMYA5	CMYA5	78985700	79096063	5
CNBD1	CNBD1	87878670	88627447	8
CNBD2	CNBD2	34556512	34618622	20
CNBP	CNBP	128888327	128902765	3
CNDP1	CNDP1	72201675	72254448	18
CNDP2	CNDP2	72163051	72188366	18
CNEP1R1	CNEP1R1	50058321	50070999	16
CNFN	CNFN	42891171	42894439	19
CNGA1	CNGA1	47937994	48018689	4
CNGA2	CNGA2	150906923	150913776	X
CNGA3	CNGA3	98962618	99015064	2
CNGA4	CNGA4	6255995	6265659	11
CNGB1	CNGB1	57917503	58005020	16
CNGB3	CNGB3	87566205	87755903	8
CNIH1	CNIH1	54893654	54908149	14
CNIH2	CNIH2	66045661	66052772	11
CNIH3	CNIH3	224622362	224928251	1
CNIH4	CNIH4	224544552	224567161	1
CNKSR1	CNKSR1	26503894	26516377	1
CNKSR2	CNKSR2	21392536	21672813	X
CNKSR3	CNKSR3	154708638	154831793	6
CNN1	CNN1	11649532	11661138	19
CNN2	CNN2	1026298	1039068	19
CNN3	CNN3	95362507	95392834	1
CNNM1	CNNM1	101088856	101154087	10
CNNM2	CNNM2	104678050	104849978	10
CNNM3	CNNM3	97481982	97499648	2
CNNM4	CNNM4	97426639	97477628	2
CNOT1	CNOT1	58553855	58663790	16
CNOT10	CNOT10	32726637	32815367	3
CNOT11	CNOT11	101869264	101886778	2
CNOT2	CNOT2	70636774	70748773	12
CNOT3	CNOT3	54641444	54659419	19
CNOT4	CNOT4	135046547	135194875	7
CNOT6	CNOT6	179921412	180005405	5
CNOT6L	CNOT6L	78634541	78740769	4
CNOT7	CNOT7	17086737	17104387	8
CNOT8	CNOT8	154237113	154256353	5
CNPPD1	CNPPD1	220036619	220042828	2
CNPY1	CNPY1	155266901	155326557	7
CNPY2	CNPY2	56703626	56710120	12
CNPY3	CNPY3	42896938	42907025	6
CNPY4	CNPY4	99717236	99723134	7
CNR1	CNR1	88849583	88876078	6
CNR2	CNR2	24197016	24285549	1
CNRIP1	CNRIP1	68511303	68547183	2
CNST	CNST	246729746	246831886	1
CNTD1	CNTD1	40950810	40963605	17
CNTD2	CNTD2	40728115	40732597	19
CNTF	CNTF	58390146	58393198	11
CNTFR	CNTFR	34551430	34590121	9
CNTLN	CNTLN	17134980	17503921	9
CNTN1	CNTN1	41086244	41466220	12
CNTN2	CNTN2	205012325	205047627	1
CNTN3	CNTN3	74311719	74570291	3
CNTN4	CNTN4	2140497	3099645	3
CNTN4-AS2	CNTN4-AS2	2152093	2185925	3
CNTN5	CNTN5	98891683	100229616	11
CNTN6	CNTN6	1134260	1445901	3
CNTNAP1	CNTNAP1	40834631	40851832	17
CNTNAP2	CNTNAP2	145813453	148118090	7
CNTNAP3	CNTNAP3	39072764	39288312	9
CNTNAP3B	CNTNAP3B	43684902	43924049	9
CNTNAP4	CNTNAP4	76311176	76593135	16
CNTNAP5	CNTNAP5	124782864	125672864	2
CNTRL	CNTRL	123837141	123939888	9
CNTROB	CNTROB	7835419	7853236	17
COA1	COA1	43648055	43769316	7
COA3	COA3	40947165	40950722	17
COA4	COA4	73583712	73588033	11
COA5	COA5	99215773	99224978	2
COA6	COA6	234509202	234519795	1
COA7	COA7	53152508	53164038	1
COASY	COASY	40713485	40718295	17
COBL	COBL	51083909	51384515	7
COBLL1	COBLL1	165510134	165700189	2
COCH	COCH	31343720	31364271	14
COG1	COG1	71189129	71204646	17
COG2	COG2	230778235	230829728	1
COG3	COG3	46039060	46110765	13
COG4	COG4	70514471	70557468	16
COG5	COG5	106842000	107204959	7
COG6	COG6	40229764	40365802	13
COG7	COG7	23399814	23464501	16
COG8	COG8	69354043	69373570	16
COIL	COIL	55015548	55038415	17
COL10A1	COL10A1	116440086	116479910	6
COL11A1	COL11A1	103342023	103574052	1
COL12A1	COL12A1	75794042	75915767	6
COL13A1	COL13A1	71561644	71724031	10
COL14A1	COL14A1	121072019	121384275	8
COL15A1	COL15A1	101705461	101833069	9
COL16A1	COL16A1	32117848	32169920	1
COL17A1	COL17A1	105791044	105845760	10
COL18A1	COL18A1	46825052	46933634	21
COL19A1	COL19A1	70576463	70919679	6
COL1A1	COL1A1	48260650	48278993	17
COL1A2	COL1A2	94023873	94060544	7
COL20A1	COL20A1	61924538	61966203	20
COL21A1	COL21A1	55921388	56258892	6
COL22A1	COL22A1	139600478	139926249	8
COL23A1	COL23A1	177664619	178017556	5
COL24A1	COL24A1	86194916	86622626	1
COL25A1	COL25A1	109731877	110223813	4
COL26A1	COL26A1	101006101	101202304	7
COL27A1	COL27A1	116917840	117074791	9
COL28A1	COL28A1	7395834	7575484	7
COL2A1	COL2A1	48366748	48398269	12
COL3A1	COL3A1	189839046	189877472	2
COL4A1	COL4A1	110801318	110959496	13
COL4A2	COL4A2	110958159	111165374	13
COL4A3	COL4A3	228029281	228179508	2
COL4A3BP	COL4A3BP	74664311	74807963	5
COL4A4	COL4A4	227867427	228028829	2
COL4A5	COL4A5	107683074	107940775	X
COL4A6	COL4A6	107386780	107682727	X
COL5A1	COL5A1	137533620	137736686	9
COL5A2	COL5A2	189896622	190044605	2
COL5A3	COL5A3	10070237	10121147	19
COL6A1	COL6A1	47401651	47424964	21
COL6A2	COL6A2	47518011	47552763	21
COL6A3	COL6A3	238232646	238323018	2
COL6A5	COL6A5	130064359	130203688	3
COL6A6	COL6A6	130279178	130396999	3
COL7A1	COL7A1	48601506	48632700	3
COL8A1	COL8A1	99357319	99518070	3
COL8A2	COL8A2	36560837	36590821	1
COL9A1	COL9A1	70924764	71012786	6
COL9A2	COL9A2	40766159	40783488	1
COL9A3	COL9A3	61447596	61472511	20
COLCA2	COLCA2	111169565	111179460	11
COLEC10	COLEC10	120007691	120118821	8
COLEC11	COLEC11	3642426	3692048	2
COLEC12	COLEC12	319361	500722	18
COLGALT1	COLGALT1	17666403	17693971	19
COLGALT2	COLGALT2	183898796	184006863	1
COLQ	COLQ	15491640	15563258	3
COMMD1	COMMD1	62115859	62374382	2
COMMD10	COMMD10	115420688	115748459	5
COMMD2	COMMD2	149456257	149470286	3
COMMD3	COMMD3	22604903	22609235	10
COMMD4	COMMD4	75628232	75634268	15
COMMD5	COMMD5	146066427	146079121	8
COMMD6	COMMD6	76099350	76123575	13
COMMD7	COMMD7	31290493	31331803	20
COMMD8	COMMD8	47452885	47465736	4
COMMD9	COMMD9	36295051	36310999	11
COMP	COMP	18893583	18902123	19
COMT	COMT	19929130	19957498	22
COMTD1	COMTD1	76993727	76995788	10
COPA	COPA	160259063	160313190	1
COPB1	COPB1	14464986	14521573	11
COPB2	COPB2	139074442	139108574	3
COPE	COPE	19010323	19030206	19
COPG1	COPG1	128968449	128996614	3
COPRS	COPRS	30178883	30186356	17
COPS2	COPS2	49398268	49447858	15
COPS3	COPS3	17150141	17184607	17
COPS4	COPS4	83955600	83996971	4
COPS5	COPS5	67955314	67996018	8
COPS6	COPS6	99686577	99689823	7
COPS7A	COPS7A	6832907	6841041	12
COPS7B	COPS7B	232646381	232673963	2
COPS8	COPS8	237993955	238009109	2
COPZ1	COPZ1	54694986	54745633	12
COPZ2	COPZ2	46103533	46115392	17
COQ10A	COQ10A	56660642	56664750	12
COQ10B	COQ10B	198318147	198340032	2
COQ2	COQ2	84182689	84206067	4
COQ3	COQ3	99817276	99842080	6
COQ4	COQ4	131084815	131096351	9
COQ5	COQ5	120941077	120972237	12
COQ6	COQ6	74416629	74430373	14
COQ7	COQ7	19078921	19091417	16
COQ9	COQ9	57481337	57495187	16
CORIN	CORIN	47596015	47840123	4
CORO1A	CORO1A	30194148	30200397	16
CORO1B	CORO1B	67205519	67211292	11
CORO1C	CORO1C	109038885	109125372	12
CORO2A	CORO2A	100883257	100954922	9
CORO2B	CORO2B	68871308	69020145	15
CORO6	CORO6	27941774	27949925	17
CORO7	CORO7	4404543	4475706	16
CORO7-PAM16	CORO7-PAM16	4390252	4470495	16
CORT	CORT	10509776	10511959	1
COTL1	COTL1	84599200	84651683	16
COX10	COX10	13972813	14111994	17
COX11	COX11	53029263	53046146	17
COX14	COX14	50505762	50514240	12
COX15	COX15	101471601	101491857	10
COX16	COX16	70791798	70826448	14
COX17	COX17	119373360	119396301	3
COX18	COX18	73921797	73935472	4
COX19	COX19	938415	1015235	7
COX20	COX20	244998624	245008359	1
COX4I1	COX4I1	85832239	85840650	16
COX4I2	COX4I2	30225691	30232809	20
COX5A	COX5A	75212132	75230509	15
COX5B	COX5B	98262503	98264846	2
COX6A1	COX6A1	120875893	120878545	12
COX6A2	COX6A2	31439052	31439967	16
COX6B1	COX6B1	36139125	36149763	19
COX6B2	COX6B2	55860674	55866182	19
COX6C	COX6C	100885428	100906290	8
COX7A1	COX7A1	36641824	36643771	19
COX7A2	COX7A2	75947391	75960039	6
COX7A2L	COX7A2L	42560686	42652228	2
COX7B	COX7B	77154935	77162870	X
COX7B2	COX7B2	46736844	46911252	4
COX7C	COX7C	85913721	85916779	5
COX8A	COX8A	63742079	63744015	11
COX8C	COX8C	93813537	93814702	14
CP	CP	148880197	148939842	3
CPA2	CPA2	129906667	129929638	7
CPA3	CPA3	148583043	148614983	3
CPA4	CPA4	129932974	129964020	7
CPA6	CPA6	68334360	68658620	8
CPAMD8	CPAMD8	17003758	17137625	19
CPB1	CPB1	148508889	148577974	3
CPB2	CPB2	46627321	46679211	13
CPD	CPD	28705923	28797007	17
CPE	CPE	166282346	166419472	4
CPEB1	CPEB1	83211951	83317612	15
CPEB2	CPEB2	15004298	15071777	4
CPEB3	CPEB3	93806449	94050844	10
CPEB4	CPEB4	173315283	173388979	5
CPED1	CPED1	120628731	120937498	7
CPLX1	CPLX1	778745	819986	4
CPLX2	CPLX2	175223313	175311023	5
CPLX3	CPLX3	75118888	75124141	15
CPLX4	CPLX4	56942388	56985881	18
CPM	CPM	69235977	69365350	12
CPN1	CPN1	101801950	101841634	10
CPN2	CPN2	194060494	194072057	3
CPNE1	CPNE1	34213953	34252878	20
CPNE2	CPNE2	57126449	57181878	16
CPNE3	CPNE3	87497059	87573726	8
CPNE4	CPNE4	131252399	132004254	3
CPNE5	CPNE5	36708552	36807778	6
CPNE6	CPNE6	24540046	24547309	14
CPNE7	CPNE7	89642176	89663654	16
CPNE8	CPNE8	39040624	39301232	12
CPNE9	CPNE9	9745491	9771592	3
CPO	CPO	207804278	207834198	2
CPOX	CPOX	98239976	98312567	3
CPPED1	CPPED1	12756919	12897874	16
CPQ	CPQ	97657455	98161882	8
CPS1	CPS1	211342406	211543831	2
CPSF2	CPSF2	92588281	92630755	14
CPSF3	CPSF3	9563697	9613230	2
CPSF4	CPSF4	99036545	99054994	7
CPSF4L	CPSF4L	71244588	71258491	17
CPSF6	CPSF6	69633317	69668138	12
CPSF7	CPSF7	61170121	61197503	11
CPT1A	CPT1A	68522088	68611878	11
CPT1B	CPT1B	51007290	51017899	22
CPT1C	CPT1C	50194155	50216988	19
CPT2	CPT2	53662101	53679869	1
CPVL	CPVL	29034847	29235067	7
CPXCR1	CPXCR1	88002226	88009786	X
CPXM1	CPXM1	2774715	2781283	20
CPXM2	CPXM2	125465723	125699783	10
CPZ	CPZ	8594387	8621488	4
CR1	CR1	207669492	207813992	1
CR1L	CR1L	207818458	207911761	1
CR2	CR2	207627575	207663240	1
CRABP1	CRABP1	78632666	78640572	15
CRABP2	CRABP2	156669398	156675608	1
CRADD	CRADD	94071151	94288616	12
CRAT	CRAT	131857089	131873468	9
CRB1	CRB1	197170592	197447585	1
CRB2	CRB2	126118449	126142603	9
CRB3	CRB3	6463788	6467232	19
CRBN	CRBN	3190676	3221394	3
CRCP	CRCP	65579591	65619555	7
CRCT1	CRCT1	152486978	152488486	1
CREB1	CREB1	208394461	208468155	2
CREB3	CREB3	35732332	35737001	9
CREB3L1	CREB3L1	46299212	46342972	11
CREB3L2	CREB3L2	137559725	137686813	7
CREB3L3	CREB3L3	4153598	4173051	19
CREB3L4	CREB3L4	153940010	153946839	1
CREB5	CREB5	28338940	28865511	7
CREBBP	CREBBP	3775055	3930727	16
CREBL2	CREBL2	12764761	12798042	12
CREBRF	CREBRF	172483355	172566291	5
CREBZF	CREBZF	85370752	85393951	11
CREG1	CREG1	167498914	167523004	1
CREG2	CREG2	101962013	102004057	2
CRELD1	CRELD1	9975506	9987097	3
CRELD2	CRELD2	50311815	50321188	22
CREM	CREM	35415719	35501886	10
CRH	CRH	67088620	67090960	8
CRHBP	CRHBP	76248538	76276983	5
CRHR1	CRHR1	43699267	43913194	17
CRHR2	CRHR2	30692200	30739745	7
CRIP1	CRIP1	105952654	105955284	14
CRIP2	CRIP2	105939299	105946499	14
CRIP3	CRIP3	43267448	43276535	6
CRIPT	CRIPT	46843555	46852881	2
CRISP1	CRISP1	49801970	49844809	6
CRISP2	CRISP2	49660073	49681274	6
CRISP3	CRISP3	49695097	49712150	6
CRISPLD1	CRISPLD1	75896750	75946793	8
CRISPLD2	CRISPLD2	84853590	84954374	16
CRK	CRK	1323983	1366456	17
CRKL	CRKL	21271714	21308037	22
CRLF1	CRLF1	18683030	18718551	19
CRLF2	CRLF2	1314890	1331616	X
CRLF3	CRLF3	29096406	29151794	17
CRLS1	CRLS1	5986736	6020699	20
CRMP1	CRMP1	5749811	5894785	4
CRNDE	CRNDE	54952775	54963101	16
CRNKL1	CRNKL1	20015012	20036690	20
CRNN	CRNN	152381719	152386739	1
CROCC	CROCC	17066768	17299474	1
CROT	CROT	86974997	87029111	7
CRP	CRP	159682079	159684379	1
CRTAC1	CRTAC1	99624757	99790585	10
CRTAM	CRTAM	122709208	122743347	11
CRTAP	CRTAP	33155471	33189265	3
CRTC1	CRTC1	18794487	18893004	19
CRTC2	CRTC2	153920145	153931101	1
CRTC3	CRTC3	91073157	91188577	15
CRX	CRX	48322703	48346587	19
CRY1	CRY1	107385142	107487607	12
CRY2	CRY2	45868669	45904798	11
CRYAA	CRYAA	44589118	44592915	21
CRYAB	CRYAB	111779289	111794446	11
CRYBA1	CRYBA1	27573881	27581512	17
CRYBA2	CRYBA2	219854911	219858143	2
CRYBA4	CRYBA4	27017928	27026636	22
CRYBB1	CRYBB1	26995242	27014052	22
